id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
8840,20/10/2014,"Mystery Sheen ; Gulf of Mexico south of Timbalier Island, LA","Gulf of Mexico south of Timbalier Island, LA",29.01333333,-90.50777778,Oil,Mystery Substance,"Unknown, possible oil",,,,,,,0,"On October 20, 2014, the USCG Morgan City contacted the NOAA Hazmat Duty Officer regarding a reported mystery sheen located approximately 7 NM south of Timbalier Island, Louisiana.  (Gulf of Mexico). The sheen was reported by passing helicopter as an ""unknown"" source and was described as 3 miles long with a 100 x 200 ft patch of ""black oil"" near the center.  USCG has requested fate and trajectory information.  "
8794,31/07/2014,Block 278 B East Cameron; 82 miles SSE Cameron Pass Gulf of Mexico,82 miles SSE Cameron Pass Gulf of Mexico,28.59638889,-92.98972222,Oil,,condensate,,,,,,1680,0,"On July 31, 2014, the NOAA SSC was contacted by USCG Port Arthur, TX regarding a 40 BBL discharge of condensate from a production platform located approximately 82 miles SSE of Cameron Pass, LA (NRC 1090764).  Discharge reported to have occurred from a line break during a transfer operation at 03:48 on 31 July.  Secondary NRC reports were received by USCG at 15:09 and 15:16 indicating a several miles long rainbow sheen observed in the vicinity of the initial report. USCG is requesting trajectory on initial report to determine if subsequent reports are the same incident or from another source. "
8787,17/07/2014,"Tug Walter D. Johnson; Gulf of Mexico, 17 nmi west of Hernando Bch. ","Gulf of Mexico, 17 nmi west of Hernando Bch. ",28.41694444,-83.01666667,Oil,,Marine diesel,,,,,,1500,0,"On July 17, 2014, the USCG Sector St. Petersburg, FL, contacted the NOAA Emergency Response Division to report the sunken tug Walter D. Johnson off the west coast of Florida. USCG has requested a fate and trajectory for a potential 1500 gal of marine diesel."
8651,22/08/2013,"Mystery Spill-W Cameron Blk 110; Gulf of Mexico south of Port Arthur, TX","Gulf of Mexico south of Port Arthur, TX",29.50716667,-93.3665,Oil,Mystery Substance,Oil or Biological material (algal bloom),,,,,,420,0,"On August 22,2013 the USCG Marine Safety Unit in Port Arthur, TX contacted the NOAA SSC to request a trajectory for a reported oil slick 15 miles south-southeast of the Calcasieu River Pass. It is not clear at this time if the material of the reported slick is actual oil or biological substance."
8634,14/07/2013,"Taylor Energy Platform ""Saratoga""; Gulf of Mexico off Mississippi River Delta",Gulf of Mexico off Mississippi River Delta,28.936,-88.96883333,Oil,,South LA Sweet Crude,,,,,,,0,"On 14 July 2013, the USCG Sector New Orleans contacted the NOAA SSC requesting trajectory support for a reported crude oil discharge from the Platform ""Saratoga"" that was destroyed during Hurricane Ivan in 2004. A sheen 2mi x 200' of varying colors was reported in lease block Mississippi Canyon 20A. The NRC report number is 1053820."
8548,26/12/2012,"TX Petroleum Investment. Co; Breton Sound, LA Gulf of Mexico","Breton Sound, LA Gulf of Mexico",29.57861111,-89.1175,Oil,,S. LA crude,,,,,,42,0,"On December 26, 2012, 1130am/CST, the USCG requested a NOAA trajectory for a 1BBL (42 gallons)crude oil discharge into Breton Sound on the east side of the Mississippi River Delta.  The discharge was due to a power failure and trouble with a compressor during restart."
8502,28/08/2012,Southern Recycling Drifting Dry Dock; Gulf of Mexico off LA,Gulf of Mexico off LA,27.5,-90.21666667,Other,Marine Debris,Hazard to navigation,,,,,,,0,"On 28Aug12, USCG Sector New Orleans contacted the NOAA SSC for a trajectory for a drifting floating dry dock, 650'long x 137'wide.  Dry dock is owned by Southern Recycling, who was towing it to a ""breaking yard"" when the tow cable parted. Draft of the dry dock is reported as 7', and height of the wing walls is estimated as 35' (based on discussion with a Tampa dry dock company).Below are the last known positions and drift speed and direction from 27 AUG. 1430 pos'n: 27-57.478  089-43.403W, Course 220T, 3kts (radar) 1630 pos'n: 27-41N  089-56W, Course 220T, 4kts (radar) 2030 pos'n: 27-34N  090-08W, Course 220T, 4kts (DR) 2230 pos'n: 27-30N  090-13W, Wind NNE 35-40kts (DR) "
8499,24/08/2012,"Energy 21 Pipeline Leak W Delta31; Gulf of Mexico 30mi SE of Grand Isle, LA","Gulf of Mexico 30mi SE of Grand Isle, LA",29.14388889,-89.67555556,Oil,Pipeline,South La Crude API 30 (20%) and 80% produced water,,,,,,28014,0,"At 2215EDT USCG Marine Safety Unit Morgan City, LA contacted the NOAA SSC requesting a trajectory for a crude oil pipeline leak.  Maximum potential volume in the 10"" by 1.3mi pipeline is 667BBL.  However, the product in the pipeline is 80% produced water and 20% crude oil (API=30), so the estimated total potential oil spill is approx. 133BBL (5600gal).Leak location is approximately 16mi ESE of Grand Isle, LA, and 9mi SW of Pelican Isl, in Lease Block West Delta 31. The leak was creating a sheen of 1.75mi x 1.75mi when observed during an overflight at 1830CDT, with a coverage of 70% of variously: Metallic, Transitional, and Silver color."
8454,29/05/2012,Platform Fire SP 93 B; Gulf of Mexico south of Miss R. (LA),Gulf of Mexico south of Miss R. (LA),28.66166667,-89.40833333,Oil,,S. LA crude condensate,,,,,,2100,0,"At 1430CDT the NOAA SSC for District 8 was called by MSU Morgan City to request a trajectory forecast for a potential spill if a burning tank on a platform in the Gulf should release its contents into the Gulf.  Contents of the tank are approximately 50BBL (2100gal) of south LA crude oil condensate. Tank is a possible slop tank (which would contain an mixture of various waste oils, rather than the crude condensate.)Additional information below is from the USCG message to the SSC:•	Reported at 1254 by Energy XXI•	7 persons on board (all evacuated) 1 minor injury reported at this time (1345 29MAY12) of 1st to 2nd degree burns on the employees forearms. Employee is in transit to Terrebone General for treatment.•	Facility is shut in and fire is contained to the open top tank for the time being. Location of facility is N 28° 39.7 W 089° 24.5 •	Tank dimensions are 8 x 10 foot, capacity of the tank is 50 bbls and has approximately 20 bbls of crude condensate on board. Tank is sitting on top of grating leading to the Gulf of Mexico. •	6 vessels are actively spraying the facility with water to keep in cool. Foam will not reach the facility. •	Wild well control and Oil mop are on stand by.•	Crew was evacuated to SP 93 A•	Facility is 82 feet off of the water and is 17 miles offshore (446 ft water depth).•	Weather: Clear 85° F / 9 mile winds"
8357,13/09/2011,"Drifting Telephone Poles; Gulf of Mexico, LA","Gulf of Mexico, LA",28.44083333,-90.685,Other,,telephone poles,,,,,,0,1,"Around mid-day 13Sep11 USCG MSU Morgan City contacted the NOAA SSC to request a trajectory for a bundle of telephone poles drifting in the Gulf of Mexico 40 miles south of Timbalier Bay, LA. Coast Guard considers the poles a hazard to navigation and potentially to any oil platforms or other structures they may impact. An approximate drift forecast was provided, although uncertainty is high due to minimal information available about the configuration and size of the bundle."
8345,20/08/2011,Mystery Sheen in Block MC-252-19Aug11; Gulf of Mexico Lease Block Mississippi Canyon 252,Gulf of Mexico Lease Block Mississippi Canyon 252,28.7,-88.4,Oil,Mystery Substance,Unknown but suspect natural seep,,,,,,,0,"The NOAA SSC for CG District 8 was contacted at 1300EDT on 20Aug11 to request assistance in identifying potential sources for a sheen of unknown description 1 mi. long by 50ft wide that has persisted in lease block Mississippi Canyon 252 since Friday, 19Aug11 in the same approximate location.The NOAA SSC spoke BOEMRE regarding potential sources for such a sheen (of unknown color/description) at that location.  BOEMRE indicated that there is a known natural seep within 6 mi of the Macondo well.  The seep is a prime suspect for such a small sheen, but of course it could also be a small leak from the Macondo well also, or any other structure in that area.  Further, any leak from a sea floor source in that depth could surface miles away depending on any currents within the entire water column."
8287,31/01/2011,"Algal Bloom Incident; Gulf of Mexico off Panama City, FL-St. Andrews Bay","Gulf of Mexico off Panama City, FL-St. Andrews Bay",30.1667,-85.7,Other,Mystery Substance,Noctiluca scintillans,,,,,,0,0,"On Monday January 31, 2011, The NOAA SSC covering District 8 was notified of recent reports of unknown bright orange-pink substances in and around Panama City, FL.  On January 27th USCG unit Panama City, FL investigated the report of an orange-pink substance floating in St. Andrews Marina, near Panama City, FL.  The substance had no oily smell and in addition to floating, some of the material was present below the surface. It was also noted to be phosphorescent.  A sample was taken but not sent off to be analysed for oil.  On Sunday, January 30th, USCG received reports and photos of a similar material offshore of Panama City 6, 10 and 12 miles.  Based on the description, the NOAA SSC suspected an algal bloom, which has since been confirmed as Noctiluca scintillans, a non-photosynthetic, bioluminescent, and generally non-toxic algae that commonly blooms at this time of year, as well as other seasons.  This hotline report is being opened to capture the information for reference and in the event responders to the DWH Gulf Oil Spill receive inquiries on if the event is related to it.On February 18, additional reports of algal blooms have been coming into USCG and Florida Wildlife Commission (FWC) all across the FL Panhandle. FWC's Harmfull Algal Bloom team is monitoring the situation."
8279,06/01/2011,Mystery spill-GOMEX off Barataria Bay; Gulf of Mexico 25 miles south of Barataria Bay,Gulf of Mexico 25 miles south of Barataria Bay,28.9078,-89.8231,Oil,Mystery Substance,Unknown,,,,,,,0,"On January 6th NESDIS provided NOAA Emergency Response Division with a satelitte analysis showing an anomaly consistent with an oil spill in the Gulf of Mexico located at 28deg 54' 28""N, 89deg 49' 23""W, or about 25 miles SSE of Barataria Bay, LA.  A report from BOEMRE confirms that an oil slick has been reported at that location, so confidence is high.  USCG Sector NOLA/Morgan City have been provided this information, weather, and an initial trajectory analysis. The initial trajectory indicates that winds and currents should keep the oil offshore so that it is not expected to be a threat to land at least throught the coming weekend.  For additional information, contact Jim Jeasonne at jim.jeansonne@noaa.gov or 206-276-5308."
8265,03/11/2010,"MODU Power Failure; Gulf of Mexico, LA","Gulf of Mexico, LA",28.0337,-89.1007,Oil,,crude oil,,,,,,0,0,"On the evening of November 3, 2010 at approximately 2000 to 2100h local central time, a Mobile Offshore Drilling Unit (MODU) approximately 56 nm SSE of SW Pass, LA, lost power to all systems.  With a loss of dynamic positioning and fear of a separated riser pipe, notifications were made to USCG District 8 in New Orleans.  NOAA's Emergency Response Division was contacted by USCG Sector Morgan City about 90 minutes after the initial notification. USCG requested trajectory and WX support. At approximately 2310, NOAA was notified that all systems were restored, no injuries, no oil release, and response has stood down. "
8251,29/09/2010,"EB-164 Incident; Gulf of Mexico, W of Flower Gardens NMS","Gulf of Mexico, W of Flower Gardens NMS",27.8128,-94.3522,Oil,Wellhead,Crude Oil or Gas Condensate,,,,,,,0,"On Thursday night, 29 September 2010, the NOAA SSC was notified by MSU Galveston of a well leak in the Gulf of Mexico.  The location is far offshore (more than 100 miles SSE of Galveston, Texas) and roughly 25 miles W of the West Bank of the Flower Garden National Marine Sanctuary. The RP stated the well, when producing, was primarily a gas well; there was an observation of some oil or condensate coming from the well that created a 10 mile light sheen yesterday."
8220,21/04/2010,Deepwater Horizon; Gulf of Mexico,Gulf of Mexico,28.7367,-88.3872,Oil,,"Diesel, crude oil",1,1,1,1,1,205000000,182,"A fire and explosion occurred at approximately 11:00 PM CDT, April 20, 2010 on the Deepwater Horizon,  a semisubmersible drilling platform,  with more than 120 crew aboard.  The Deepwater Horizon is located some 50 miles SE of the Mississippi Delta and contained an estimated 700,000 gallons of #2 Fuel Oil or Marine Diesel Fuel. (Related incidents: ""Deepwater Horizon -- Florida Commands"")Editor's Note: Initial notification reports are not necessarily post-edited and updated. However, in the Clean Water Act Trial, Judge Barbier ruled in the FINDINGS OF FACT AND CONCLUSIONS OF LAW PHASE TWO TRIAL on January 15, 2015, that 4 million barrels of crude oil were released from the reservoir, of which 3.19 million barrels or approximately 168 million gallons were released into the Gulf of Mexico."
8229,20/04/2010,Deepwater Horizon -- Florida Commands; Gulf of Mexico,Gulf of Mexico,27.51527778,-81.50333333,Oil,Wellhead,Crude oil,,,,,,,36,"Florida commands, Deepwater Horizon response. See ""Deepwater Horizon"" incident for summary and stats.The Florida Peninsula Incident Command Post (FPIC) was officially established on02 June 2010.  USCG Sectors St Petersberg,Key West, Miami, and Jacksonville areassigned as branches to the FPIC.  The ICP relocated from the USCG SeventhDistrict to a leased office space in downtown Miami at 1001 Biscayne Bay Drive (AON building) on 5 June. "
8217,13/04/2010,MS SUSANNE Diesel Spill; Gulf of Mexico off LA Coast,Gulf of Mexico off LA Coast,29.3608,-92.3397,Oil,,Diesel,,,,,,2500,0,"At approximately 1:30 AM on 13 April 2010, USCG MSU Morgan City requested a trajectory analysis for a spill of 2500 gallons of diesel fuel during an offshore refueling operation.  The time of the event was reported as 2245 hrs on 12 April."
8216,07/04/2010,"Rainbow Sheen; West Delta, LA (Gulf of Mexico)","West Delta, LA (Gulf of Mexico)",29.0664,-89.6678,Oil,,,,,,,,,0,"The morning of  07 APR 2010, the NOAA/OR&R/Emergency Response Division was contacted by the USCG-MSU Morgan City regarding a 7 mile rainbow sheen in the West Delta region of the Gulf of Mexico (off of LA).  The USCG requested ERD evaluate trajectory implications regarding this incident. "
8214,03/04/2010,Mystery Sheen (NRC (36029); Gulf of Mexico off LA Coast,Gulf of Mexico off LA Coast,29.0717,-90.1736,Oil,,Unknown Oil Slick,,,,,,,0,"At 1149 hrs on 3 April 2010, the NRC received a report of a small sheen (0.25 miles long and 0.028 gallons) of unknown origin less than 2 miles off the Louisiana Coast south of Bay Champagne (SW of Bay Marchand).  The sheen is near a platform, but the cause is unknown. USCG has requested a trajectory analysis."
8161,06/12/2009,"CAPT MIKE, Sunken Vessel; Gulf of Mexico, off LA Coast","Gulf of Mexico, off LA Coast",29.3997,-88.9701,Oil,,Diesel Fuel,,,,,,3500,5,"On December 6, 2009,  Sector New Orleans reported a sunken vessel approximately 10 miles ESE of Breton Island in the Gulf of Mexico.  The initial NRC report on 5 December stated that the vessel was moored to a rig and taking on water before the line parted and the vessel drifted free, unmanned and with no power or lights.  The vessel came to rest against a second platform and is now reported sunk at 29° 23.983’ N Lat. 088° 58.204’ W Long.  The vessel is reported to be producing only a small sheen (5-10 feet) at present as fuel slowly escapes.  The volume of diesel believed onboard at the time of the incident is 3,500 gallons.  The USCG requested a trajectory analysis.  "
8153,16/11/2009,"Mystery Slick Observed (NRC 923762); Gulf of Mexico, Cameron Parish, LA","Gulf of Mexico, Cameron Parish, LA",29.6069,-93.2158,Oil,,Unk Oil (Sheen),,,,,,,3,"On Monday afternoon of November 16, 2009 (1611 hrs local time), the regional NOAA Scientific Support Coordinator was notified by Marine Safety Unit Port Arthur of a mystery slick observed roughly 10 nautical miles S of Cameron Parish Louisiana.  The location was reported as West Cameron Block 73.  The source of the release was unknown, but was reported as a silver sheen 300 yds wide by 6 miles long."
8131,20/10/2009,"T/V KRYMSK Oil Spill; Gulf of Mexico, Galveston Lightering Zone","Gulf of Mexico, Galveston Lightering Zone",28.6167,-94.5333,Oil,,Bunker Fuel,,,,1,,120000,20,"On the evening of 20 October 2009, NOAA was notified by USCG Marine Safety Unit Galveston of an oil spill in the Galveston Lightering Zone.  The Tanker Vessel KRYMSK was reported leaking bunker fuel from a collision with a support vessel.  Details and initial information are sketchy, but it was reported that oil was leaking to the sea from one of the tanker’s fuel tanks.  The USCG has responded.  It was reported that on board operations to transfer fuel from the leaking tank to another tank to secure the spill source are in progress (and may have already been completed at the time of this entry).  NOAA is providing a support role to the Federal On-Scene Coordinator."
8118,01/10/2009,Mystery Spill Ship Shoal Block 118 ; Gulf of Mexico,Gulf of Mexico,28.8139,-90.8719,Oil,Mystery Substance,Unk Oil,,,,,,,4,"At 0710 hrs (local time) on 1 October 2009, a mystery slick was observed 18 miles S of the Isles Dernieres.  The slick was reported as a 1 x 3 miles “dark oil” orientated from the SE to the NW and moving NW.  USCG MSU Morgan City has requested a trajectory analysis."
8103,26/09/2009,"Reported Sheen, S Timbalier Block 52; Gulf of Mexico, Off Louisiana Coast","Gulf of Mexico, Off Louisiana Coast",28.9319,-90.4975,Oil,,Unk,,,,,,,2,A 7 mile by 100 yd rainbow sheen was reported approximately 8 miles S of Timbalier Island in the Gulf of Mexico.  The initial reported stated that the sheen was moving to the SE.  The source is unknown (NRC Notification #918928). 
8095,12/09/2009,"SOUTHERN DANCER Incident and Diesel Spill; Gulf of Mexico, LA","Gulf of Mexico, LA",29.0158,-90.2772,Oil,Collision,Marine Diesel,,,,,,1800,3,"At 2:55 AM (local time) on 12 September (early Saturday morning), the U.S. Coast Guard notified the NOAA Scientific Support Coordinator that an Offshore Supply Vessel (OSV) struck a rig while being untied.  The vessel spun around and allied with the rig spilling an estimated 1,800 gallons of marine diesel fuel into the Gulf of Mexico.  The location was roughly 4 nautical miles SW of Belle Pass Louisiana and just off the barrier islands and Timbalier Bay.  The source is reported secured.  NOAA was requested to provide a trajectory analysis."
8094,11/09/2009,"Fishing Vessel SUGAR BABE; Gulf of Mexico, LA","Gulf of Mexico, LA",29.2012,-91.4811,Oil,,Diesel Fuel,,,,,,800,10,"On Friday morning, 11 September 2009, the U.S. Coast Guard notified the NOAA Scientific Support Coordinator of a fishing vessel in tow off the Louisiana Coast that was in danger of sinking.  At the time of notification, the tow was holding offshore due to weather roughly 20 miles SW of the mouth of the Atchafalaya River (29° 14.19' N Lat. 091° 34.27' W Long.).  The Fishing Vessel SUGAR BABE was estimated to have 800 gallons of Diesel onboard.  NOAA provided an initial trajectory analysis.  Later in the morning, the vessel sank."
8067,04/08/2009,High Island 262 Explosion; Gulf of Mexico,Gulf of Mexico,28.4711,-93.7392,Oil,,Natural Gas and Condensate Crude,,,,,,,7,"On Tuesday night, 4 August 2009, the USCG reported a rig in High Island Black 262 that had an issue with gas turbine and ignited a natural gas line.  Emergency shut down was activated prior to abandonment of rig.  There are an estimated 6000 gallons of various fuels onboard and a condensate crude tank of unknown capacity on the facility.  The RP expects the line to burn off the remaining natural gas and to be a non-issue (let’s hope so).  USCG Marine Safety Unit Galveston will conduct a morning overflight assess the situation."
8054,22/07/2009,Green Canyon 645 Mystery Spill; Gulf of Mexico,Gulf of Mexico,27.3211,-90.5356,Oil,Mystery Substance,Unknown oil (sheen),,,,,,1500,2,"On Wednesday, 10 July 2009, at 1530 hrs, the NRC received a report of a “mystery sheen” in Green Canyon Block 645 (report number 912389).  USCG Marine Safety Unit Morgan City followed up on the report and asked NOAA to provide a trajectory analysis."
8055,22/07/2009,"Mystery Tarballs, South Padre Island Beaches; Gulf of Mexico, TX","Gulf of Mexico, TX",26.1153,-97.1642,Oil,Mystery Substance,Unknown Oil (Tarballs and Sheen),,,,,,,21,"NOAA was notified by the Texas General Land Office (TGLO) of tarballs showing up on South Padre Island beaches.  According to TGLO, the oil began washing ashore around daybreak this morning (July 22).  NOAA support has not yet been requested by the USCG."
8050,16/07/2009,"Suspected Pipeline Leak off Marsh Island; Gulf of Mexico, LA","Gulf of Mexico, LA",29.4927,-92.0167,Oil,,Unknown oil (sheen),,,,,,1,5,"At 1445 CDT on 16 July 2009, an overflight reported a light sheen 1.5 miles off Marsh Island.  The sheen was described as 2 miles by 15 yards and composed of a light sheen.  The coordinates are 29° 29.56'N by 92° 01.0 'W.  The location of the observed sheen was very near a pipeline, and the pipeline was thought a potential source.  NOAA was requested to provide a trajectory analysis."
8035,23/06/2009,"M/V TRISTAN, Stern Tube Oil; Gulf of Mexico, Galveston, TX ","Gulf of Mexico, Galveston, TX ",29.0333,-94.4,Oil,,Stern Tube Oil,,,,,,12,2,"USCG MSU Galveston contacted the regional NOAA SSC related to a release of stern tube oil in the Gulf of Mexico off Galveston, TX.  The M/V TRISTAN reported that oil was observed escaping the stern tube, but no sheen was observed.  The product was identified as HYDROX BIO 68.  Only a small volume was reported lost, 50 litters.  The primary question asked of NOAA was the characterization of the product itself.  "
8030,06/06/2009,"Mystery Sheen Eugene Block 300; Gulf of Mexico, off LA","Gulf of Mexico, off LA",28.2008,-91.6564,Oil,Mystery Substance,,,,,,,,2,"On the morning of June 6, 2009, NOAA ERD was contacted by MSU Morgan City regarding a sheen offshore of Louisiana from an unknown source.  The sheen was reported as approximately 10 miles by 4 miles.  The reported position is approximately 65 nm from the nearest shoreline. "
8007,18/04/2009,"Kirby 29703 Incident; Gulf of Mexico, Offshore","Gulf of Mexico, Offshore",28.2086,-92.9519,Other,,,,,,,,,6,"On Friday morning, 17 April 2009, USCG Marine Safety Unit Port Arthur reported that a barge was observed damaged and adrift in the Gulf of Mexico.  The observer reported that the barge appeared to have bene sheared in half and discharging an unknown material.  Later it was determined that the barge, Kirby 29703 was in two pieces, and the bow section alone had been initially observed.  The stern portion of the barge was initially attached to the tug, later released, and then sunk on its own.  NOAA was requested to provide trajectory support to the USCG."
7996,19/03/2009,"Mystery Slick, Grand Isle Block 43; Gulf of Mexico, LA","Gulf of Mexico, LA",29.0008,-89.8589,Oil,Mystery Substance,Unknown oil (sheen),,,,,,,1,"On 19 March 2008, NOAA was notified of a 4-mile long slick in the Gulf of Mexico off Grand Isle LA.  The source of the release is unknown.  USCG requested a trajectory analysis, and such was provided by the Emergency Response Division’s Home Team in Seattle WA."
7975,14/02/2009,"Mystery Sheen West Delta Block 94; Gulf of Mexico, Offshore LA","Gulf of Mexico, Offshore LA",28.6017,-89.9161,Oil,,Unknown oil (sheen),,,,,,,3,"A 1000-foot x 8-mile sheen was observed in the Gulf of Mexico at 1:30 PM (local time), 14 February 2009.  The sheen was characterized as 99% silver and 1% slightly colored (rainbow).  The oil type is currently unknown as is the source.  The reported position was 28° 36’ 06” N Lat. 089° 54’ 58” W Long.  This position places the slick roughly 50 miles offshore of Grand Isle, Louisiana.  USCG Marine Safety Unit Morgan City has requested that NOAA provide a trajectory analysis. Associated NRC report number is 897513."
7973,12/02/2009,"Bay Marchand Block 1, Oil Spill; Gulf of Mexico, LA","Gulf of Mexico, LA",29.1031,-90.1589,Oil,,Suspected Crude Oil Release,,,,,,,4,"On the evening of 12 February 2009, USCG Marine Safety Unit Morgan City notified the regional NOAA Scientific Support Coordinator of a 5-foot x 1000-foot bearably discernable sheen observed in Louisiana state waters.  The time of the observation was roughly 4:30 PM (local time).  The reported position was 29° 06’ 11” N Lat. 090° 09’ 32” W Long.  This position places the slick approximately 1 nautical mile offshore of Fourchon Beach at Bay Champagne.  The suspected RP doesn’t, at present, know the source, but will investigate at first light if weather conditions allow.  Associated NRC report number is 897359.  NOAA provided a trajectory analysis for the observed slick and also an analysis should the discharge volume and the source oil be more persistent than initially indicted."
7964,01/02/2009,"South Marsh Block 243 Oil Spill; Gulf of Mexico, LA","Gulf of Mexico, LA",29.1989,-91.9186,Oil,Mystery Substance,Suspected Crude Oil Release,,,,,,,4,"Shortly after noon (local time) on 1 Feb. 2009 (Super Bowl Sunday), the NOAA HAZMAT Duty Officer notified the regional Scientific Support Coordinator (SSC) of a request for support from USCG Marine Safety Unit Morgan City, LA.  The MSU was notified of a reported observed slick some 20 miles off Marsh Island in the vicinity of South Marsh Block 243.  The observed slick was reported as 1 x 6 miles in size an estimated by the observer as 600 bbls of crude oil (note this value was an estimate only).  No additional information is known at this time other than the suspected source is thought to be a pipeline failure.  "
7961,28/01/2009,"PB Platform; Gulf of Mexico, Offshore Lousiana","Gulf of Mexico, Offshore Lousiana",28.2056,-88.5,Oil,Pipeline,CRUDE,,,,,,6300,2,"On January 28, 2009, USCG Morgan City contacted ERD regarding an incident and requested a trajectory for a release that occurred on 1/27/09.  A pipeline that is connected to a BP platform reportedly lost 150 barrels of crude oil.  An overflight was conducted and a 5-mile x 1 mile scattered silvery sheen was observed in position 28° 12' 20"" N , 088° 30' 00.  This position is approximately 50 miles offshore in the Gulf of Mexico."
7955,20/01/2009,"M/V GENMAR PROGRESS; Gulf of Mexico, Offshore Galveston, TX","Gulf of Mexico, Offshore Galveston, TX",28.5617,-94.04,Oil,,Very Light Arbian Crude Oil,,,,,,,6,"Monday night (19 Jan. 2009), USCG MSU Galveston received a report (NRC# 895253) of a 400m x 400m sheen in the offshore lightering zone, (lat/long: 28-33.7N/094-02.4W).  This position is approximately 70 miles south of Galveston and 30 miles north of the Flower Garden Banks National Marine Sanctuary."
7952,16/01/2009,"OSV V-ROVER Allision; Gulf of Mexico, TX","Gulf of Mexico, TX",27.3817,-94.6498,Oil,Collision,Synthetic-Based Drilling Mud,,,,,,45000,8,"On the evening of 16 Jan. 2009, the USCG notified the regional NOAA Scientific Support Coordinator of an allision of the OSV C-ROVER with a MODU in the general area of the Flower Garden Banks National Marine Sanctuary (FGBNMS).  While completing transfer operations of synthetic-based drilling mud, the C-ROVER hit Column No. 4 on the Semi-Submersible MODU.  The reported position was 27° 22.9’ N Lat. 094° 38.99’ W Long. (S of the FGBNMS)."
7948,11/01/2009,"Leaking Cason, Bay Marchand; Gulf of Mexico, LA  ","Gulf of Mexico, LA  ",29.1061,-90.1508,Oil,,Crude Oil,,,,,,1,3,The USCG notified NOAA of an incident reported as leak from a cason at a well located at 29° 06’ 22” N Lat. 090° 09’ 03” W Long.  This location is approximately 1 mile S of the Fourchon Beach area in the Gulf of Mexico.  The reported release was less than 1 gallon (details of any rate of release are unknown at present).  NOAA was asked to provide a trajectory analysis for planning purposes should the situation worsen.
7947,11/01/2009,"Mystery Release, South Timbalier 23; Gulf of Mexico, LA","Gulf of Mexico, LA",29.0653,-90.0833,Oil,,Suspected to be Condensate Crude Oil and Gas,,,,,,,5,"On Sunday Evening, 11 Jan. 2009, the regional NOAA Scientific Support Coordinator was notified of a mystery sheen and bubbling source or release in the Gulf of Mexico off South Louisiana.  The USCG as requested a trajectory analysis.  The suspected source may be a leaking pipeline."
7941,12/12/2008,"Mystery Slick, Vermillion Block 29; Gulf of Mexico, off LA Coast","Gulf of Mexico, off LA Coast",29.4733,-92.2361,Oil,Mystery Substance,Suspected Crude Oil Release,,,,,,,5,"Shortly after noon (local time) on Friday, 12 Dec. 2008, NOAA was notified of a slick from an unknown source off the Louisiana Coast.  A passing aircraft reported a 0.25 x 2 mile dark slick some 4 to 5 miles offshore in the vicinity of Vermillion Block 29.  The USCG requested a trajectory analysis.   "
7927,08/11/2008,"Grand Isle Block 54 Oil Spill; Gulf of Mexico, LA","Gulf of Mexico, LA",28.9269,-89.9447,Oil,,Crude Oil,,,,,,,14,"On Saturday Evening, 8 Nov. 2008, the NOAA HAZMAT Duty Officer was notified by USCG MSU Morgan City of a release from an offshore wellhead.  The cause was unknown at the time of the notification, but may be associated with a wellhead casing or repairs to a casing.  The USCG requested a trajectory analysis."
7916,28/10/2008,"Mystery Sheen off of Barataria Bay; Gulf of Mexico, LA","Gulf of Mexico, LA",29.0008,-89.8586,Oil,,oil,,,,,,,3,"On October 28, 2008, ERD was notified of a mystery sheen located approximately 20 miles offshore of Barataria Bay.  The sheen was reported as silvery and approximately 2 miles in length.  "
7913,24/10/2008,"Mystery Slick, S of White Lake; Gulf of Mexico, LA","Gulf of Mexico, LA",29.5333,-92.4183,Oil,Mystery Substance,Unknown oil (sheen),,,,,,,2,"On Friday afternoon, 24 Oct. 2008, the Home Team in Seattle WA was notified of a small mystery spill in the Gulf of Mexico.  A 700 yd. by 70 yd. rainbow sheen was reported at 1418 (local time) at location:  29°32'0""N--092°25'06""W. That location is S of White Lake LA, about 1.5 miles offshore, and about 25 miles west of Marsh Island.  A trajectory was requested. "
7878,24/08/2008,"60 Gallon Lube Oil Spill; Offshore LA, Gulf of Mexico","Offshore LA, Gulf of Mexico",27.6256,-90.4419,Oil,,Engine Lube Oil,0,,,,,60,2,An equipment failure on the CHOUEST CONTENDER resulted in an estimated release of 60 gallons of engine lube oil into the Gulf of Mexico waters during the evening of 24 August 2008.  The NOAA ERD HAZMAT Duty Officer was notified and contacted the regional Scientific Support Coordinator.
7872,16/08/2008,"Platform Fire, HI 552; East Breaks, Gulf of Mexico","East Breaks, Gulf of Mexico",28,-94.125,Oil,,"Platform Fire, Possible Oil Spill",,,,,,,6,"On the evening of 16 August 2008, USCG MSU Galveston notified the NOAA ERD Hazmat Duty Officer (HDO) of a platform fire some 100 miles S of Galveston, Texas in the Gulf of Mexico.  The fire was reported as out, and no pollution was reported.  The USCG requested a trajectory to support a morning overflight to assess damage and possible pollution release.  This location is very near the Stetson Bank of the Flower Gardens National Marine Sanctuary."
